pl_rade,pl_bmasse,pl_dens,pl_orbsmax,log_pl_rade,log_pl_bmasse,log_pl_dens,log_pl_orbsmax,planet_class,planet_class_name
1.565,7.67,11.1,0.0177,0.19451434188246727,0.884795363948981,1.0453229787866574,-1.7520267336381934,1,Small Dense Planets
1.22,1.98,5.99,0.10233,0.08635983067474821,0.2966651902615311,0.7774268223893114,-0.9899970258729404,1,Small Dense Planets
1.03,1.08,5.43,0.10233,0.012837224705172217,0.03342375548694973,0.7347998295888469,-0.9899970258729404,1,Small Dense Planets
0.90819,0.688,5.05,0.0296,-0.04182328438696673,-0.16241156176448873,0.7032913781186614,-1.5287082889410615,1,Small Dense Planets
1.0,0.972,5.34,0.10233,0.0,-0.012333735073725434,0.7275412570285564,-0.9899970258729404,1,Small Dense Planets
1.04,1.12,5.47,0.035,0.01703333929878037,0.04921802267018165,0.7379873263334308,-1.4559319556497243,1,Small Dense Planets
1.31,2.27,5.55,0.10233,0.11727129565576427,0.35602585719312274,0.7442929831226762,-0.9899970258729404,1,Small Dense Planets
1.7,3.53,3.95,0.10233,0.2304489213782739,0.5477747053878226,0.5965970956264602,-0.9899970258729404,1,Small Dense Planets
1.4,2.54,5.09,0.10233,0.146128035678238,0.40483371661993806,0.7067177823367587,-0.9899970258729404,1,Small Dense Planets
2.6,7.27,2.27,0.10233,0.414973347970818,0.8615344108590378,0.35602585719312274,-0.9899970258729404,3,Intermediate Low-Density Planets
1.01,1.01,5.39,0.10233,0.004321373782642578,0.004321373782642578,0.7315887651867387,-0.9899970258729404,1,Small Dense Planets
1.7,3.53,3.95,0.10233,0.2304489213782739,0.5477747053878226,0.5965970956264602,-0.9899970258729404,1,Small Dense Planets
1.2,1.87,5.95,0.10233,0.07918124604762482,0.27184160653649897,0.7745169657285496,-0.9899970258729404,1,Small Dense Planets
1.0,0.972,5.34,0.10233,0.0,-0.012333735073725434,0.7275412570285564,-0.9899970258729404,1,Small Dense Planets
0.96,0.84,5.22,0.10233,-0.017728766960431602,-0.07572071393811836,0.7176705030022621,-0.9899970258729404,1,Small Dense Planets
2.094,5.03,3.01,0.10233,0.3209766773428235,0.7015679850559274,0.47856649559384334,-0.9899970258729404,3,Intermediate Low-Density Planets
1.92,4.35,3.38,0.1195,0.28330122870354957,0.6384892569546373,0.5289167002776547,-0.9226320947158435,3,Intermediate Low-Density Planets
5.76,11.0,0.33,0.1493,0.7604224834232121,1.0413926851582251,-0.4814860601221125,-0.8259401922749746,0,Low-Density Giants
1.48,2.79,4.73,0.10233,0.17026171539495738,0.44560420327359757,0.6748611407378116,-0.9899970258729404,1,Small Dense Planets
2.27,5.77,2.71,0.10233,0.35602585719312274,0.7611758131557314,0.4329692908744057,-0.9899970258729404,3,Intermediate Low-Density Planets
2.17,5.35,2.88,0.10233,0.3364597338485295,0.7283537820212285,0.45939248775923086,-0.9899970258729404,3,Intermediate Low-Density Planets
1.6,3.19,4.28,0.10233,0.2041199826559248,0.5037906830571811,0.631443769013172,-0.9899970258729404,1,Small Dense Planets
1.26,2.13,5.85,0.10233,0.10037054511756291,0.3283796034387377,0.7671558660821804,-0.9899970258729404,1,Small Dense Planets
2.32,5.99,2.64,0.10233,0.3654879848908996,0.7774268223893114,0.42160392686983106,-0.9899970258729404,3,Intermediate Low-Density Planets
1.2,1.87,5.95,0.10233,0.07918124604762482,0.27184160653649897,0.7745169657285496,-0.9899970258729404,1,Small Dense Planets
2.3,5.9,2.66,0.10233,0.36172783601759284,0.7708520116421442,0.424881636631067,-0.9899970258729404,3,Intermediate Low-Density Planets
2.586,7.2,2.29,0.098,0.4126285205443752,0.8573324964312685,0.359835482339888,-1.0087739243075051,3,Intermediate Low-Density Planets
2.69,7.7,2.17,0.28,0.42975228000240795,0.8864907251724818,0.3364597338485295,-0.5528419686577808,3,Intermediate Low-Density Planets
0.99,0.937,5.31,0.10233,-0.004364805402450088,-0.02826040911222171,0.725094521081469,-0.9899970258729404,1,Small Dense Planets
1.6,3.19,4.28,0.10233,0.2041199826559248,0.5037906830571811,0.631443769013172,-0.9899970258729404,1,Small Dense Planets
1.606,7.54,10.684836,0.0132,0.20574554094266218,0.877371345869774,1.0287678606281523,-1.8794260687941502,1,Small Dense Planets
2.712,7.9,2.336119,0.1078,0.43328968519502575,0.8976270912904415,0.3684949616111791,-0.9673812391492801,3,Intermediate Low-Density Planets
1.1,1.37,5.66,0.10233,0.04139268515822508,0.1367205671564068,0.7528164311882715,-0.9899970258729404,1,Small Dense Planets
2.332,10.4,4.49,0.1237,0.36772854608697647,1.0170333392987803,0.6522463410033232,-0.9076303003708793,3,Intermediate Low-Density Planets
11.780659,953.49,3.1,0.07229,1.0711695851928937,2.9793161426178996,0.4913616938342727,-1.1409217752530307,0,Low-Density Giants
12.44199,4131.79,2.53,4.5,1.094889847951309,3.616138240205074,0.40312052117581787,0.6532125137753437,2,Massive Dense Giants
1.95,8.75,6.39,0.047,0.290034611362518,0.9420080530223133,0.8055008581584001,-1.3279021420642825,1,Small Dense Planets
3.67,14.67,1.62,0.13,0.5646660642520893,1.1664301138432827,0.20951501454263097,-0.8860566476931632,3,Intermediate Low-Density Planets
3.94,10.18,0.91,0.22,0.5954962218255742,1.00774777800074,-0.040958607678906384,-0.6575773191777937,3,Intermediate Low-Density Planets
12.2,5085.28,15.4,800.0,1.0863598306747482,3.706314870554162,1.187520720836463,2.9030899869919438,2,Massive Dense Giants
1.02,1.03,5.33,0.01723,0.00860017176191757,0.012837224705172217,0.7267272090265723,-1.7637147225519716,1,Small Dense Planets
3.87,14.3,1.36,1.137,0.5877109650189114,1.1553360374650619,0.13353890837021754,0.05576046468773478,3,Intermediate Low-Density Planets
12.0,8263.538582,26.3,350.0,1.0791812460476249,3.9171660591304107,1.4199557484897578,2.5440680443502757,2,Massive Dense Giants
1.1,1.37,5.66,0.02971,0.04139268515822508,0.1367205671564068,0.7528164311882715,-1.527097348196336,1,Small Dense Planets
1.39,2.5,5.12,0.02279,0.14301480025409505,0.3979400086720376,0.7092699609758307,-1.6422556748196244,1,Small Dense Planets
